app_id,app_name,reviewId,userName,score,content,thumbsUpCount,at,sentiment,is_mismatch,mismatch_type
com.zoho.notebook,"Notebook - Notes, To-Do, AI",30974226-6ca9-4cd3-82a6-45f1cec7c2ac,Marni H,5,"I looked for an Evernote alternate for a couple years. Their essentially basic features - $249. This - $25. Transferring notes is magic! There is literally a Migrate from Evernote option in the settings. 😭 Didn't bring in all, but MOST! (3000+ notes) Uploading covers for notebooks is an awesome feature. On my phone, I had to add spaces between words, but Zoho helped. To fix that, Settings - Notes - turn on predictive text.",0,2026-02-02 20:10:39,positive,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",98de037b-9eeb-4a2f-9341-6800503255a5,Deepak yadav,5,good,0,2026-02-02 07:51:26,positive,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",9f301023-5b86-4e86-887a-adb2ade85abf,C H,5,"For some reason, several of my files are corrupted. It says I need to update the app, but when I go to do so, it is fully updated. Anyway that I can fix this? Love this app- it is the best notebook app I have ever had. Just the file thing makes me a bit bummed out.",184,2026-02-01 22:09:47,positive,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",17d50a13-2299-48f1-a828-2349a2346833,Subham Purohit,5,"made in India,made for India",0,2026-01-31 21:36:33,neutral,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",3218f77e-429a-4f5f-9af7-e159a2e23c64,Saurav Kumar,5,अद्भुत उपयोगकर्ता अनुभव,0,2026-01-31 03:18:03,neutral,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",671bec7f-45e8-43d1-b97f-2cc559e4af3f,Shubhankar Barman,5,"very useful , I am really proud of this app",0,2026-01-30 16:51:38,positive,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",850e9bb5-0a45-4e5b-a538-e589931712ea,Pradeep,5,"Easy to use, very productive and useful features. Too good and worthy app for a mobile",0,2026-01-30 16:32:14,positive,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",4dd060ed-8885-4b40-bb6a-c0394918a876,Fon Fritz,5,How do I send notes to my Google drive account,0,2026-01-28 09:36:51,neutral,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",0d44fa97-5b0d-4c56-9a97-1c23d14a58fa,Saqr LZ,3,Please fix the note title blurring when the note is locked. How do we know which note we need to open if there is no title visible.,0,2026-01-28 07:18:15,neutral,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",553a7e16-f5eb-40bc-9309-94bc496e1c92,Prakhar Goyal,4,"Please consider changing the current Android widgets back to the older version. Earlier, the widget allowed us to open the app directly and create any type of document—notes, checklists, images, or recordings—with ease. With the new widget, the app does not open directly, and we are unable to create a new checklist from the widget itself, which affects usability and productivity. Kindly revert to the older widget functionality. Apart from this issue, the app is excellent and remains the best.",0,2026-01-28 04:36:52,positive,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",4b64c426-5194-4ac4-a25a-35fa6ac9f6ba,Suraj Tiwari,4,best app for all,0,2026-01-28 01:58:48,positive,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",bb621822-51fa-4302-b546-52350deb2406,Tribhu Dasa,1,"works well in laptop, not in mobile",1,2026-01-27 15:55:59,neutral,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",6075276e-2942-4898-acde-0b9a3daf1b92,Noobra bhai gaming,5,this app is awesome,0,2026-01-27 15:27:50,positive,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",3be6f771-8f34-408e-95e6-bf9cd7b5b9fd,Sandip Rakesh,5,Very nice app,0,2026-01-27 14:09:34,positive,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",37a192e5-e94c-43e5-b99f-ee0420d7617d,olufunmi C,4,very great app,0,2026-01-27 08:31:28,positive,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",2d308069-8458-46e3-9a00-332d1b5e5246,Gaurav Kumar,4,Please add Imge resizing in the note book after adding an image. by moving it like Samsung notes. zoho gives only select option of quality. And page formatting like A4 etc when we export pdf or page setup like A4 sheet.,0,2026-01-27 03:09:38,neutral,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",a11f9788-b616-4f0f-8807-788c82043baa,Monir Hosen,5,I like this apps check know everyone,0,2026-01-27 01:21:45,neutral,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",8e85880b-a884-4905-8693-1abe8bb52795,Jay Brown,5,Notebook is a life saver. I have used this app for years. It has been so easy to keep up with bills I have paid and ones that I need to. This app is awesome!,0,2026-01-26 17:20:09,positive,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",5e9b5041-b490-4c72-a632-6dc4889d8748,George eAgLe,1,"Widget disappeared from screen mysteriously. When re-added, it no longer works. I'm using Nova Prime Launcher latest paid version. After many years I've uninstalled it and am using a different app.",5,2026-01-26 07:27:49,negative,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",1b356041-9175-4eca-b84e-545661f732cd,Linda Kim,3,"Reduced to 3 stars because the search option doesn't work consistently anymore. Original 5 star Review: This app can customise notebook covers, create notebook or note card shortcuts for your home screen for quick, easy, frequent access. The key word search option is also makes this app the best one I used. Thanks!",1,2026-01-25 18:46:13,positive,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",469f775d-4889-4d91-99ce-2e9299eb3056,Sneha Tamhankar,4,"Thanks for the update. If copied and pasted something from.the net, a new note used to have dark background, the issue is resolved now in the latest update👍",0,2026-01-25 16:24:28,neutral,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",ec6e5092-6322-47c4-8b99-2616d0136c81,Ajith R,5,good app,0,2026-01-25 05:49:25,positive,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",371effad-a2f5-4597-9710-34ffddc8353d,Dinesh Kumar Behera,5,excelent app,0,2026-01-25 05:04:41,neutral,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",278d6eeb-6147-48a5-afd1-dfd466025cd0,Amar Prajapati,3,"I used Microsoft OneNote for almost 12 years....but when i found Zoho Notebook..i immediately moved my notes here but...i find 2 most common issues....kondly fix them to make it work flaless: 1) No Pgae Zoom in and out option, why is thia feature missing????? 2) Slow to load ki dly fix them..",0,2026-01-25 04:50:42,negative,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",bb0e08dc-c507-428d-9bd6-389ceb881ddf,Aurora Lopez,5,My go to notes app!! so easy and practical! I love the way I can organise notes and voice notes into folders.,0,2026-01-24 19:26:50,positive,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",c63fe288-5218-45ae-82ac-867fe6d60738,Pradeep Chandar,3,It's very buggy. I regret moving from color note and buying premium here. The organization of notes itself is not good. Sort feature works only once. You need to frequently hit sort to sort. Images we chose don't appear often. It seems too much for a simple note taking app.,0,2026-01-24 03:04:30,neutral,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",c11b2175-176e-436f-b801-41f08b8de315,Pigeon,1,"Thanks for the email but Id rather try the app, even if its only local. Might not like layout after trying. The no sign up is what I like about other Zoho products, id rather sign up after testing and know ill like the product. Requires email sign up before you can try. I dont know if this has the features id like, but I dont want to sign up for something and then find out it doesnt.",0,2026-01-23 21:27:42,neutral,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",713b8bce-333f-4a72-a9fb-f6cbaf8ee9f5,Jay Ram's,5,very good easy to use ads free,0,2026-01-23 18:20:58,positive,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",d1ffcb92-a9c1-4e7d-bcaf-956094a01035,Yogender kumar योगेंद्र कुमार,5,excellent,0,2026-01-23 15:08:41,positive,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",7ebede67-222a-4cd8-b230-27f3ccd456fd,Manas Paul,1,Please make it user friendly and smooth. I am writing something in a particular place. It shows another thing in particular place. Full of Bugs.,0,2026-01-23 12:48:04,negative,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",54e521f4-e972-4533-a1b3-600f448a1046,Manas,5,remainder kavhi kam nhi karta.,0,2026-01-23 01:41:45,neutral,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",11b0eea9-48b3-475c-bfc7-427e1373358c,Ben Chrissanto,1,The search feature is terrible.,0,2026-01-22 06:43:45,negative,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",913b6127-79e4-4f29-b81b-e0b1d4b0a5c0,AKASH MANNA,4,no doubt it's a good note taking app from an Indian company,0,2026-01-21 12:40:12,positive,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",8a866130-a0ee-45b3-a307-99afb6aab3b5,C. D. Johnson,3,"Been loving this app but since the last update, they've removed the ability to choose which kind of note before hand, taking away its best feature in my opinion.",0,2026-01-21 09:54:24,positive,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",7c1466eb-be7a-42aa-83d4-12df455ee010,Vlad Levickij,2,"As always, no one deemed necessary to conduct proper UI/UX testing of the update. The widget with notes used to open the app on the notebook icon tap. Not now. As if there were not enough functional and performance bugs in the first place.",0,2026-01-20 13:39:35,negative,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",e9b6f003-7ef0-46bf-855e-5ce83c95310d,Nomi Storm,1,"So you have to pay a monthly subscription fee in order to set reminders, which is pretty ridiculous. If it was a one-off payment, I might have considered it.",1,2026-01-20 10:49:55,neutral,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",c049dcf5-7ad6-48b3-b41b-d4572624b32b,Kriti Tandon,5,"This is exactly I was looking for. I am using this as my personal diary. I can make the notes the way I want. it's useful, convenient and secure.",0,2026-01-19 21:27:58,positive,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",45ec89a8-1209-45f7-88f4-8c804447ec6e,Doddi. Pulikonda,5,Sir Update Note When Created To note photo With Texts And Also Please Provide Text Edit and Add text and photos,0,2026-01-19 18:37:12,neutral,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",afe20c13-4c80-4050-9414-2f9d6dbcdbc1,Ram Pathak,5,This app works very well and is easy to use and interesting.,0,2026-01-19 15:34:58,positive,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",eda90b31-11a6-4f32-9e4a-4b1627071818,Dinesh Sahay,5,"Its easy to save pictures, videos and documents.",0,2026-01-19 02:03:31,positive,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",6771ad92-a989-48b1-98bb-4cc90cf4ee62,Anurag Sirohia,5,plz add the sticky notes feature for the home screen or app listing screen so we quickly find n write short time notes and remove after use,0,2026-01-18 20:42:53,neutral,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",9496fe8c-38f5-4057-8df5-6242022bef9a,bruh,1,"ive been using this app for around 6-7 years and im disappointed when i just updated it today, why is it that the Custom notebook cover, which was a free feature back then by the way, became a premiun feature?? :// literally very unnecessary, that was genuinely the reason why i use this app and now its taken away, are yall fr?",1,2026-01-18 16:49:07,neutral,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",f956013b-238b-40ad-b564-0e388ce18812,Damilola Adegbenro,5,The best Note book ever,0,2026-01-18 08:54:33,positive,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",b2f208e4-1b25-4070-80b8-df7fc709e6dc,Eclipse.,5,its actually really good whenever I'm trying to take some notes whenever exams close. so it really deserves a 5 star rating. it lags a bit but that's bcz of my old phone. great job developers.,0,2026-01-17 16:30:21,positive,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",6e405620-936c-4de7-a6cd-514e82c918d9,Netted Blonde,5,"All those screen shots are organized here and I can locate them and free up photo space, even recipes and quotes.",1,2026-01-17 14:57:40,neutral,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",7d3d9183-5024-4c8c-bf16-d247d1f5331d,shreyas tp,5,superb software . please dont make it paid,0,2026-01-17 04:10:45,neutral,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",af218651-512b-4333-9835-22137ae3beb7,R Thendral Vanan Ravi,4,Amazing app to use,0,2026-01-16 14:23:34,positive,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",50c3cbf1-1bcf-4e28-89eb-f490073be9a9,Patrick Repentance Ekhorutomwen,5,Nice...,0,2026-01-16 13:06:44,positive,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",6fae7d1f-432c-4111-9c13-7e6cf7a2eadb,StarYoshi,1,"Don't use this app if you're new. They take away features thst use go be free, and lock them behind a subscription.",0,2026-01-16 06:16:13,neutral,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",3535e12e-c823-4183-8f8e-33b18a91701f,Shania E. Janeway (Noonie),5,"I've used this app as my main note taking app, & absolutely love it. you can create multiple journals, customize them, and group your notes /organize your notes. also let's you be able to back them up so they get saved... & also by creating your own account through it, it all stays saved onto your profile & account. I will always use this app !!",2,2026-01-16 04:05:18,positive,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",243670c4-9144-4159-9300-e126ac9a08f4,Kristy O,1,"This app is so bad. It used to work fine but now I can't even open my notes, it constantly crashes and it starts lagging. Very frustrating, slow, non responsive. THE WORST 😪",0,2026-01-15 20:40:35,negative,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",7bc22fb6-2572-4132-a6e7-67f8e8cd7bb6,Rajat Maurya,5,everything is better than other notebook app,0,2026-01-15 12:46:58,neutral,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",bb0f8407-52b2-42d6-b776-29cbdae31260,Victoria D,3,"Was an avid user of the notebook but now unable to edit some notes on android (tried to uninstall crashing webview as mitigation but failed), via Windows app or via browser. Don't understand why there's absolute failure on some and no issue on others. Newly created copies of these problematic notes are editable though.",1,2026-01-15 04:58:51,negative,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",645edc6e-d6bf-4c60-ab4f-cc7902b93da0,Vijaykumar Tukaram,1,"Not supporting nesting of folders, Samsung Notes is the best free app for those who have a Samsung mobile.",0,2026-01-15 02:29:32,positive,True,low_rating_positive_text
com.zoho.notebook,"Notebook - Notes, To-Do, AI",c9b0594b-cf93-4a4c-9bec-94843e7265b8,Pratyush Singh,3,It's UI needs to be uodated. there is no margin at the botton which makes it diffficult to write at botton. There should be option of intendation when creating a numbered list. Better background should be introduced.,0,2026-01-14 18:56:57,neutral,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",23061cb7-c524-482a-952a-62f3ce5d41dd,Praveen Kumar,5,good for note taking,0,2026-01-13 12:53:23,positive,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",cfc1abf3-73aa-4fbf-b57d-dbd0869fbde5,Byri Ganesh,4,good lock 🔒 option also available,0,2026-01-13 12:38:06,positive,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",24cda1fd-7e1a-4cb6-b162-afaa5c279fc9,Hasan Nasr,5,Excellent app with rich features.,0,2026-01-13 10:53:06,positive,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",ec5ce272-3264-4f33-8d37-717a70d5707e,Ammar Kuzu,3,The search function is broken for Arabic words. It used to work flawlessly in earlier versions.,2,2026-01-12 20:27:27,negative,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",f966bc59-174c-4de5-943f-3330012c6a7b,Mand,1,"Same only different: v. 6.8.4 on Android 15 - can't log in. New phone so being locked out means no access to any of my notes. Bounces to the website on first opening the app; first a warning that the certificate has expired, then on bypassing that: ""net::ERR_BAD_SSL_CLIENT_AUTH_CERT"". I shall be copypasting each note manually while I decide which of your rivals to go with",30,2026-01-12 19:40:52,negative,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",380084fd-5b4c-499b-bb74-260f8abda84c,Tapan Kumar Nag,4,Zoho should do more better and the Zoho server should be fast and not down regularly. But Zoho has started creation but it needs more improvement and we should support,0,2026-01-12 18:26:53,neutral,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",543659be-ae6d-4915-a4e1-d792ef7679d4,Navjot Sahota,4,"it's a very good note taking app, because it's UI is very neet and clean.",0,2026-01-12 16:20:22,positive,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",1a1865d2-3f3d-46a9-9291-9b5dac8ffd79,dunkin donuts,3,"probably the peak stupidest reason for 3 stars, but paywalling custom covers really stifles the enjoyability of the app. 1) the pre-made covers are kinda soulless and 2) monetizing this specific aspect reads as especially money-hungry. Saying this as a user since about 2020. Making meme covers for notebooks was pretty fun and it sucks you have to pay for it now.",0,2026-01-11 20:59:32,neutral,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",d753fb80-e1b6-467b-97d8-f1fb95d1aa80,Mithun H,5,best ever notepad app seen,0,2026-01-11 12:22:10,positive,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",60c4fc1b-a7e4-46f1-a974-de9566fbb760,Jitendra Kumar,5,awesome app for making to do list,0,2026-01-10 19:18:25,positive,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",5c3bc80b-0fa8-4168-bcc5-a2167f572bd2,Arlene C.,1,there are no instructions on how to create a notebook and move items into a notebook. ☹️,0,2026-01-10 18:47:28,neutral,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",ac7f75a1-5421-45b0-925f-270e6ac091e7,Ram Gupta,1,image not loading in zoho notes on web struggling to read notes because my tutor has written notes on zoho notes and when i am accesing the notes then i am facing load image issue and alt image broken sysmbol is reflecting,0,2026-01-10 14:02:03,negative,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",f104b034-3c4a-4c4a-b30b-ff1f7370ad90,MALTI KUMARI,5,Good App,0,2026-01-10 11:26:51,positive,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",7e60768a-5099-4512-a1f9-10de25d12b08,Deepak Sanglikar,4,It is easier to use and with multiple benifits. Small improvements will help to make them more user friendly. Using more and more is essential.,0,2026-01-10 07:00:50,neutral,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",e9baecc3-6c91-4f31-a89d-8ac84da475c4,Anish Ganguly,5,Sundor,0,2026-01-09 19:36:51,neutral,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",11fc7223-d21f-4b89-8e3f-5e91211573a0,george_lol,2,"is a good app and deserves a higher rating which I'll give when and if a bunch of issues are fixed. I've got a list, too long to go into here but I do want to cover one issue here. to do's: they are too easy to delete and there is no recovery. Flashing an undo on the screen for one or two seconds is insufficient. add a recovery or verify before the actual delete. what would the contract address be for my list? overall code implementation is very sloppy and inconsistent.",1,2026-01-09 13:48:49,positive,True,low_rating_positive_text
com.zoho.notebook,"Notebook - Notes, To-Do, AI",8a661bfa-b6f9-4868-b294-6cd5472b418b,Aamir Siddiqui,1,Asking for phone number before letting us use the app 🤡🤡🤡,0,2026-01-09 12:54:21,neutral,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",6a1fc86d-865d-46ae-8f85-fe924c604aae,Girish Gupta,5,our data is safe,0,2026-01-09 12:42:25,neutral,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",96f29f69-5916-4cb0-809c-78b6e5483db4,Sujeet Roy,5,nice,0,2026-01-09 05:01:53,positive,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",a5c4d4bf-82b6-408f-ad25-0832523c7a23,Naryana Hs,5,Govt please support indian software,0,2026-01-08 22:41:27,neutral,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",2d385ab7-fbb1-4163-900a-1e680e17bb4d,Phantom Dragon Ranch LLC,1,"Zoho notes has the least options of note Apps. Also, No Auto correct, no talk to text, limited editing. The color options are nice.",1,2026-01-08 16:11:39,positive,True,low_rating_positive_text
com.zoho.notebook,"Notebook - Notes, To-Do, AI",c730f81b-9f7f-4cf1-9aad-cb19d777a68b,Shivam* Maurya,5,हर फीचर्स में अच्छा है सभी लोग इस्तेमाल कर सकते हो,0,2026-01-08 13:14:02,neutral,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",89fa6827-5c20-4038-9878-f10431d69b9f,Lata Pawar,4,"I am facing a serious synchronization issue in Zoho Notes. Notes created or updated on my mobile app are not visible on the desktop/web version, and some notes are not showing at all. Real-time syncing is not working properly between devices. Because of this issue, it is difficult to access and continue my work across mobile and PC. Please fix this issue and improve real-time synchronization and note visibility as soon as possible.",8,2026-01-08 08:11:19,neutral,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",5344fee1-1755-44ec-97df-f9c8a25d9257,Deepanshu Rohilla,5,it's so amazing using since last 4 years,0,2026-01-08 07:10:43,positive,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",12aa1546-f34b-422f-837e-514db0cb249d,Dhyan Singh,5,Very nice 👍👍👍👍👍👍👍👍,0,2026-01-08 00:31:53,positive,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",db876be9-1a07-4ad8-a9f4-0defcb6d914c,Kingof regar,5,best App 🥰 i love thi app 100%√,0,2026-01-07 19:51:15,positive,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",86cf1168-8ef2-4261-9427-a4fad16ef49c,VIVEK kumar,5,osm,0,2026-01-07 18:21:29,neutral,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",03ea708d-65d9-44fb-b22c-abb91b87910c,Ayush Yadav,1,"why it's asking for my phone number? why does note pad need a Phone number? lol, email should be enough for login/sign-ups. New year, same old problems.",1,2026-01-07 17:18:29,neutral,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",496f10ec-7a10-4fcb-8763-0693d2642654,Anandh Rajan PR,5,super,0,2026-01-07 15:01:20,neutral,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",daf462d7-6262-472e-99d5-bf48f82bfc11,Vikas sharma,5,बहुत अच्छा है 👌👌,0,2026-01-07 11:02:44,neutral,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",e04f950b-81de-4dfa-a6f9-f9465d084c19,GAJENDRA SRIVASTAV,5,good 👍👍👍👍,0,2026-01-07 03:34:46,positive,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",06c42fdd-10fa-43dc-9bf4-af5c670e23e4,Pavitra Kumar,1,bakwas app...why need login credentials just for keep some notes if user want to use it locally? Interplatform operablity should be optional.,0,2026-01-06 22:50:27,neutral,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",7916d185-ddd4-47b8-8b9f-a73bdf193087,Ram Kishan Yadav,5,super zohonotebook,0,2026-01-06 18:50:29,neutral,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",d2a0918f-6a59-479d-b7d9-4a04796f2b6a,Abdulahi Mohammed,5,this app is my best choice for my daily life,0,2026-01-06 10:03:14,positive,False,none
com.zoho.notebook,"Notebook - Notes, To-Do, AI",2f01e7f4-6509-4f5e-9f71-aa8f9ba4f1a1,THE YOGESH PAL,5,very good user interface,0,2026-01-06 06:58:01,positive,False,none
com.aisense.otter,OtterAI Transcribe Voice Notes,fae16a59-0d51-42e5-8029-0289052024e9,David Finkelstein,3,"seems limited. most of the time it can't distinguish between 2 speakers talking so it combines them together, getting it wrong. I think these kind of products will eventually be free from Google it's only a matter of time.",0,2026-02-05 06:18:15,neutral,False,none
com.aisense.otter,OtterAI Transcribe Voice Notes,54480f5f-2881-46b1-ba41-3c93d21bacfb,Mellom William,5,not good,0,2026-02-02 17:21:31,positive,False,none
com.aisense.otter,OtterAI Transcribe Voice Notes,6b502460-d906-42ae-b57b-0f7b8171da7d,Albert Graham,5,How can I upgrade,0,2026-02-01 14:49:27,neutral,False,none
com.aisense.otter,OtterAI Transcribe Voice Notes,d6208f66-5ce5-42b7-9a1b-ff43d9496bae,Natalie Bartlett,4,"amazing app, so so helpful- it just doesn't let you upgrade to business on the app hence the loss of 1 star. They acknowledge even on the app that this is a flaw however they haven't done anything to fix it. Other than that, great app.",0,2026-02-01 11:54:36,positive,False,none
com.aisense.otter,OtterAI Transcribe Voice Notes,7f6645e7-25de-4006-9b82-5327c633471a,Yash Soparkar,1,Why @otter_ai don't provide Business plan for android app version ? I'm ready to pay the amount but only Pro plan is available in Android app version😔 I request to provide Business plan features in Android also becz 10 audio imports per month in Pro version is not enough. Also pls increase the limit of 90 mins audio recording import to 180 mins atleast 🙏,0,2026-01-31 23:08:21,neutral,False,none
com.aisense.otter,OtterAI Transcribe Voice Notes,9a18caa0-d8f8-4d2d-a011-1c8abdcb0c26,Kabanda Joseph,5,Otter is really a great app. It has enabled me to fully follow up my online sessions. l am so grateful to otter.,0,2026-01-28 12:07:58,positive,False,none
com.aisense.otter,OtterAI Transcribe Voice Notes,a1fc882e-df6a-4808-a08f-0c4f99bbc92e,Oool Fjolkunnigr,4,"It works good nuff, I wanted it for writing down my dreams. OTTER gives you 3 sound file uploads free but only one time ever, then you need to pay monthly /yearly BIG $. good news boys and girls🤑upload your sound file into gemini it transcribes it flawlessly in seconds. Then just copy it onto your clipboard and paste it any where you want. 100 files a day free, max 5 min max each file. Yay Gemini 🤠 sorry Otter devs. If the price had been more reasonable i would not have tried gemini..",1,2026-01-28 10:01:19,positive,False,none
